StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,dismiss_1,area,position,gender,age,country,country_other,category_of_work,feeling_general_1,cause_general,research_stage,feeling_stage_1,feeling_stage_2,feeling_stage_3,feeling_stage_4,feeling_stage_5,feeling_stage_6,feeling_stage_7,feeling_stage_8,feeling_stage_9,feeling_stage_10,feeling_stage_11,feeling_stage_12,feeling_stage_13,feeling_stage_14,feeling_stage_15,feeling_stage_16,feeling_stage_17,feeling_stage_18,feeling_stage_19,feeling_stage_20,cause_stage
2025-03-20 11:02:22,2025-03-20 11:08:04,IP Address,100,341,True,2025-03-20 11:08:04,R_2Y3sLtz9TVB4E59,email,EN,Yes,Health sciences,Associate professor,Woman,49,Denmark,,Clinical research,2,I like my job and all the opportunities it offers,Report writing,6,4,5,5,5,5,0,3,4,1,1,0,0,0,1,0,1,1,0,0,"I enjoy the process of writing up the manuscrispt - "
2025-03-20 11:01:26,2025-03-20 11:09:18,IP Address,100,472,True,2025-03-20 11:09:19,R_2OiXiBTM0q0w7fj,email,EN,Yes,Life sciences,Associate professor,Man,53,Switzerland,,Lab/online research,1,Precarity of my position and difficulty to get funding,Data collection,6,6,5,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I love experimental science, getting ideas, formulating hypotheses and finding ways to experimentally address them, interpret data and draw conclusions"
2025-03-20 11:02:00,2025-03-20 11:09:58,IP Address,100,477,True,2025-03-20 11:09:59,R_8gdrFsoxYIKO9Vv,email,EN,Yes,Health sciences,Associate professor,Woman,50,Sweden,,Clinical research,2,"I find my work fun, satisfying and educative",Data collection,4,4,5,4,4,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,"Reliefed that the recruitment went better than expected, all participants are coming in and the data collection goes smooth and works well."
2025-03-20 11:09:16,2025-03-20 11:14:16,IP Address,100,300,True,2025-03-20 11:14:16,R_93Mv46LgQgMij7z,email,EN,Yes,Health sciences,Associate professor,Woman,37,Australia,,Field research,-1,"It's a lot of strong emotions in either directions. Sometimes I'm very negative, depending on how much is expected of me, grant rejections, lack of permanent position etc, but I truly love the work. So if I can get away from the negatives and focus on the work, I love it","Preparations (IRB permit, preregistration, experiment preparations)",5,3,3,1,2,0,0,0,0,0,5,4,0,0,5,5,0,0,0,7,"Because it's never just one thing happening. So I was planning field work and making sure all the training is going ahead while organising travel, but at the same time I'm writing two grants, I have phd students who need things, faculty responsibilities, responsibilities for other projects. "
2025-03-20 11:13:25,2025-03-20 11:19:04,IP Address,100,338,True,2025-03-20 11:19:04,R_2iqbTGR6nJAmt4I,email,EN,Yes,Life sciences,Associate professor,Woman,46,Germany,,Clinical research,2,interesting job that has an impact,Data analysis,7,5,4,6,6,4,0,0,6,6,3,0,0,0,5,3,0,0,0,1,"great to have first results on a project, on the other hand fear that the project does not develop well and pressure to provide good results"
2025-03-20 11:17:10,2025-03-20 11:20:42,IP Address,100,212,True,2025-03-20 11:20:43,R_2cekU3G69YHvUFY,email,EN,Yes,Life sciences,Assistant professor,Woman,40,Spain,,Clinical research,2,,Report writing,5,5,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-03-20 11:18:25,2025-03-20 11:24:14,IP Address,100,348,True,2025-03-20 11:24:15,R_8lYsi0aDEhFjzzj,email,EN,Yes,Life sciences,Full professor,Man,60,Spain,,Field research,3,Creative and independent,Data collection,6,5,4,5,5,3,2,4,3,2,4,5,4,4,4,1,1,1,1,1,Data collection going more or less ok
2025-03-20 11:25:04,2025-03-20 11:28:11,IP Address,100,186,True,2025-03-20 11:28:12,R_22mArqAF9ISzULH,email,EN,Yes,Social sciences,Associate professor,Woman,54,Italy,,Field research,1,I like my job but it is so demanding,Data analysis,5,4,5,4,6,5,4,5,6,5,3,0,0,0,3,3,0,0,0,3,
2025-03-20 11:26:08,2025-03-20 11:29:40,IP Address,100,212,True,2025-03-20 11:29:41,R_22ZkXUxHvQiGpvr,email,EN,Yes,Life sciences,Postdoc,Woman,37,United Kingdom of Great Britain and Northern Ireland,,Clinical research,2,Knowledge that my research has/will have impact on quality life of others,Report writing,5,4,6,4,4,5,2,4,6,1,1,0,0,0,0,3,0,0,0,2,I am proud of what I and my team have achieved
2025-03-20 11:07:41,2025-03-20 11:40:48,IP Address,100,1986,True,2025-03-20 11:40:48,R_2g6ZwZ5oVZpE7Hr,email,EN,Yes,Social sciences,Postdoc,Man,35,Germany,,Lab/online research,2,Freedom,Data collection,4,4,5,3,3,4,1,2,4,4,2,4,4,3,3,2,1,2,1,2,"Content and relieved because I completed interviews, and guilt because it sometimes took longer to transcribe them"
2025-03-20 11:36:16,2025-03-20 11:42:52,IP Address,100,395,True,2025-03-20 11:42:52,R_2UarOnmWD9u66s8,email,EN,Yes,Life sciences,Associate professor,Man,59,Spain,,Lab/online research,2,Vocation. Alignment with my personal objectives in life,Data analysis,6,6,4,6,6,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,"Compassion, because we are developing suicide-prevention tools and the idea of preventing suicide is avoiding all the associated suffering is both moving and motivating  "
2025-03-20 11:05:13,2025-03-20 11:43:34,IP Address,100,2300,True,2025-03-20 11:43:35,R_2P5h7jTk2XkVytP,email,EN,Yes,Health sciences,Postdoc,Woman,38,Luxembourg,,Clinical research,3,Flexibility,Data analysis,5,4,4,4,4,3,2,4,5,4,4,3,5,2,5,5,1,4,1,1,Insecurity
2025-03-20 11:42:25,2025-03-20 11:47:26,IP Address,100,301,True,2025-03-20 11:47:26,R_2FagXrwVSu6hd0l,email,EN,Yes,Life sciences,Postdoc,Woman,44,Spain,,Lab/online research,2,variety of work and free schedule,Project genesis/ first thoughts/ idea creation,7,6,7,6,5,3,3,3,5,1,0,0,0,0,0,2,0,0,0,0,Interest and pride were probably the highest feelings and they arose because I'm very proud of this project and I hope it gets funded
2025-03-20 11:48:00,2025-03-20 11:53:07,IP Address,100,306,True,2025-03-20 11:53:07,R_5HXQGpp5okS4qzC,email,EN,Yes,Physical sciences,Postdoc,Man,39,South Korea,,Lab/online research,1,Sentience.,Report writing,5,6,1,2,1,1,1,1,1,1,2,1,1,1,4,1,3,1,1,1,Nature is complicated.
2025-03-20 11:41:28,2025-03-20 11:53:33,IP Address,100,724,True,2025-03-20 11:53:33,R_5szUHcbd3MeOCFG,email,EN,Yes,Health sciences,Full professor,Man,63,United States of America,,Clinical research,3,"That I have had the desire, ability, funding, and academic freedom to pursue my intellectual interests as an independent investigator for over 30 years",Data analysis,7,6,0,7,6,7,0,6,0,0,0,0,0,0,0,1,0,0,0,0,"The project in question in the last month has produced data that in my specific field is revelatory and enabling of new therapeutic possibilities for treating cancer. This circumstance of new knowledge creating new possibilities occurs every few years in my career, and I always feel grateful and happy to be a part of this critical process of discovery."
2025-03-20 11:53:34,2025-03-20 11:57:41,IP Address,100,247,True,2025-03-20 11:57:42,R_2Rek6TSVCkJtaBB,email,EN,Yes,Life sciences,Full professor,Man,49,Netherlands,,Lab/online research,2,"Great job, lots of freedom",Data analysis,7,6,7,7,7,6,6,6,3,6,0,0,0,0,1,0,0,0,0,1,It is great fun to analyse and interpret data
2025-03-20 12:02:07,2025-03-20 12:05:46,IP Address,100,218,True,2025-03-20 12:05:47,R_4dSM8UWyMdvErQj,email,EN,Yes,Health sciences,Full professor,Man,42,,,Lab/online research,2,"good collaborations ",Reviews and revisions,6,6,6,6,5,6,3,5,5,5,1,1,1,1,1,1,1,1,1,1,
2025-03-20 12:14:59,2025-03-20 12:20:46,IP Address,100,347,True,2025-03-20 12:20:47,R_2HhRAKAGsRCaOhj,email,EN,Yes,Health sciences,Assistant professor,Woman,35,Egypt,,Lab/online research,-2,The financial load,Report writing,,,,,,,,,,,,,,,,,,,,4,I feel too much stress and no support either in writing or financial
2025-03-20 12:29:34,2025-03-20 12:36:41,IP Address,100,427,True,2025-03-20 12:36:42,R_3RfPTooPVfTtErx,email,EN,Yes,Life sciences,Associate professor,Woman,42,Brazil,,Lab/online research,-2,"excessive work, deadlines, too much responsibility, lack of rest","Preparations (IRB permit, preregistration, experiment preparations)",6,3,7,3,3,4,1,5,1,1,4,3,2,2,6,5,5,0,0,0,
2025-03-20 12:43:57,2025-03-20 12:46:40,IP Address,100,163,True,2025-03-20 12:46:41,R_2MtFOqMnkHB4XKh,email,EN,Yes,Health sciences,Full professor,Woman,33,Spain,,Field research,2,social impact,"Reality check (e.g., literature search, consultation with colleagues)",7,6,6,6,6,5,1,5,1,1,0,0,1,0,0,3,0,0,0,0,
2025-03-20 13:29:52,2025-03-20 13:35:03,IP Address,100,311,True,2025-03-20 13:35:04,R_2N1EFDYz0t3KpPP,email,EN,Yes,Life sciences,Postdoc,Man,42,Germany,,Lab/online research,2,I have a permanent position,Reviews and revisions,7,5,6,5,5,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Relief and interest because a manuscript was finally close to be accepted
2025-03-20 13:48:07,2025-03-20 13:51:18,IP Address,100,190,True,2025-03-20 13:51:19,R_2V3kvjEWU6ryAR2,email,EN,Yes,Health sciences,Full professor,Woman,42,France,,Lab/online research,1,"We work on very important and fulfilling jobs, but the work overload can be stressful",Data collection,6,3,4,2,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Interest: data collection in this field is very useful and interesting, with a clear purpose and sense of participating in something worthy"
2025-03-20 13:56:00,2025-03-20 14:03:46,IP Address,100,466,True,2025-03-20 14:03:46,R_5dIIWMVDHvKHApb,email,EN,Yes,Health sciences,Other,Man,35,Canada,,Lab/online research,1,"I happy to be pursuing truth which I believe is an inherent good. Of course, in doing so, I also hope to improve the lives of others. I would have rated my experiences more positively, but there always limitations on my ability to achieve these aims. ",Reviews and revisions,3,0,4,0,1,2,2,0,3,0,3,2,0,2,2,5,0,5,2,7,"I experienced profound anger throughout the revision process I was dealing with a very large dataset for the first time and the revisions required me to perform procedures that were initially beyond my abilities. Because of this, I ran into many issues and experienced intense anger and frustration. However, I was largely able to rectify the issues in time, but it was a frustrating process. "
2025-03-20 14:56:11,2025-03-20 14:58:26,IP Address,100,134,True,2025-03-20 14:58:27,R_5g6iuMadGtuoG5Q,email,EN,Yes,Social sciences,Associate professor,Man,42,United States of America,,Clinical research,3,"Doing work that I find meaningful, being able to ask questions I care about, working with dedicated colleagues and students",Data analysis,6,6,6,6,5,6,5,6,5,6,1,1,1,1,1,1,0,0,0,1,Really caring about the topic we are studying
2025-03-20 11:53:39,2025-03-20 16:05:43,IP Address,100,15123,True,2025-03-20 16:05:43,R_32LyjG7eJ3SSK5c,email,EN,Yes,Health sciences,Full professor,Man,51,Brazil,,Clinical research,2,I am proud of the research papers I've published,"Preparations (IRB permit, preregistration, experiment preparations)",7,5,7,5,5,5,0,6,1,1,0,0,0,0,0,1,0,0,0,0,I am excited about planning a pioneer project on my research area
2025-03-20 20:57:58,2025-03-20 21:09:21,IP Address,100,683,True,2025-03-20 21:09:21,R_2Bny7HO3I7vTebi,email,EN,Yes,Health sciences,PhD student,Woman,45,Netherlands,,Clinical research,1,"I like the combination of research and work with patients in clinical practice. Research improviseer my clinical practice and work relationships. Negative is the need to find financial support and the effort to retrieve such grants. ",Post-project stage (you recently finished the project),5,4,5,4,4,4,4,4,4,4,5,5,4,2,4,5,0,4,0,1,"Guilt. My PhD project lasted longe than anticipated. Therefore, I need to spend my sofa time doing research, while I want to spend time with my kids or mother. It is difficult to find a work-life balance."
2025-03-20 22:53:05,2025-03-20 22:58:00,IP Address,100,295,True,2025-03-20 22:58:01,R_9uJxun4HOdBk6Lx,email,EN,Yes,Health sciences,Full professor,Man,58,Australia,,Lab/online research,2,Enjoyed my time doing research however administrative duties and increasingly difficult access to funding stops me ranking it the highest.,Data collection,7,3,3,3,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,Passion for what I do
2025-03-21 00:19:25,2025-03-21 00:21:42,IP Address,100,136,True,2025-03-21 00:21:43,R_6f0LALbyWBj639u,email,EN,Yes,Life sciences,Assistant professor,Woman,43,Japan,,Clinical research,0,,Reviews and revisions,4,4,4,4,4,4,4,3,3,3,2,1,1,1,3,1,1,1,1,3,
2025-03-21 00:24:08,2025-03-21 00:27:42,IP Address,100,214,True,2025-03-21 00:27:43,R_7yx6jhgkjniwUYF,anonymous,EN,Yes,Social sciences,Full professor,Man,40,United States of America,,Field research,3,"Great life, great flexibility, exceptional pay, awareness that my career is a choice and not something I whine about like I’m oppressed when something goes wrong in the job","Preparations (IRB permit, preregistration, experiment preparations)",6,6,6,6,6,6,6,6,6,6,0,0,0,0,2,0,2,3,2,2,"I wasn’t sure if this question was about feelings within research or in general, so I answered within research. I’m very happy with my research experience overall. Most of my frustrations are collaborators not doing their jobs or even being actively problematic/non-responsive."
2025-03-21 04:34:05,2025-03-21 04:39:00,IP Address,100,294,True,2025-03-21 04:39:00,R_9tGnCZ62AxMBCTq,email,EN,Yes,Physical sciences,Full professor,Man,42,Australia,,Lab/online research,3,"Freedom, curiosity and collegiality",Project genesis/ first thoughts/ idea creation,7,6,6,7,6,5,5,6,2,5,0,0,1,0,1,0,0,0,0,0,The pleasure of being part of a problem much bigger than myself
2025-03-21 07:07:09,2025-03-21 07:10:15,IP Address,100,186,True,2025-03-21 07:10:16,R_9pWrO8vBbEq3lJJ,email,EN,Yes,Social sciences,PhD student,Woman,37,Australia,,Field research,2,Working with people and learning about the world,"Preparations (IRB permit, preregistration, experiment preparations)",5,2,3,2,2,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,Interest. Problem solving and working out what steps go into planning process.
2025-03-21 07:11:13,2025-03-21 07:16:15,IP Address,100,302,True,2025-03-21 07:16:15,R_2k6eckV8FzgrCNc,email,EN,Yes,Health sciences,Assistant professor,Woman,59,Sweden,,Lab/online research,1,"I love research, but the competitive environment makes me sad",Report writing,5,2,4,2,2,0,0,2,4,6,4,0,0,0,6,0,0,0,0,1,That my coworkers didn't deliver as expected
2025-03-21 07:08:38,2025-03-21 07:18:36,IP Address,100,597,True,2025-03-21 07:18:37,R_9g55MkcYFRrJb6H,email,EN,Yes,Life sciences,PhD student,Man,25,China,,Lab/online research,-3,Strees，meanless，interpersonal relationship,Project genesis/ first thoughts/ idea creation,7,3,1,3,3,1,1,1,1,1,5,6,2,6,3,7,0,0,0,0,Lack of identification and external support
2025-03-21 16:06:25,2025-03-21 16:08:48,IP Address,100,142,True,2025-03-21 16:08:48,R_2PIIjjBkJjdeR69,email,EN,Yes,Health sciences,Full professor,Man,57,Netherlands,,Clinical research,2,independent work,Project genesis/ first thoughts/ idea creation,6,5,6,6,6,6,6,5,6,6,0,0,0,0,0,0,0,0,0,0,"interest, because project is interesting"
2025-03-24 08:23:52,2025-03-24 08:28:58,IP Address,100,306,True,2025-03-24 08:28:59,R_2M09Nvu0drMV69Z,email,EN,Yes,Health sciences,PhD student,Woman,44,Sweden,,Field research,-1,Stress,Report writing,6,4,4,5,4,1,0,0,0,0,0,4,0,5,4,4,0,5,0,2,Passion for the research subject
2025-03-24 15:15:53,2025-03-24 15:27:30,IP Address,100,696,True,2025-03-24 15:27:30,R_5gndOcpRz0dSJSV,email,EN,Yes,Health sciences,Assistant professor,Woman,32,Hungary,,Clinical research,2,"I enjoy having a shared field of interest, and a shared language with like minded individuals all over the globe. Nerding about my topic is bubble.",Report writing,5,5,6,5,2,3,3,4,5,4,3,5,4,4,4,5,5,2,5,5,"My last 2 months were an emotional rollercoaster. I came the closest ever wanting to stop research altogether. But I overcome by feeling the feeling of pride. An probably this is the most intense feeling I have through all the guilt or anger, I know I do good work. I know I do the best I can and it fills me with pride even on the hardest of days. "
2025-03-25 14:14:50,2025-03-25 14:19:14,IP Address,100,263,True,2025-03-25 14:19:14,R_8MQCAcXyKyrwLkn,email,EN,Yes,Health sciences,Assistant professor,Man,37,Spain,,Lab/online research,2,Freedom of time schedule and feeling passionate about what I do on my daily basis.,Report writing,3,4,7,5,4,4,6,7,6,0,0,0,3,1,3,2,0,0,0,1,"I feel pride because the project was my idea and I am working on something difficult which was my idea and that I understand. "
2025-03-25 14:19:45,2025-03-25 14:23:12,IP Address,100,206,True,2025-03-25 14:23:12,R_8Wx4Zhi1eYwfiYl,email,EN,Yes,Health sciences,Full professor,Man,70,Italy,,Lab/online research,3,discovery,Data collection,5,3,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,again discovery
2025-03-25 14:20:07,2025-03-25 14:24:03,IP Address,100,236,True,2025-03-25 14:24:03,R_7esLHdCHbvaaISt,email,EN,Yes,Health sciences,Full professor,Man,45,Norway,,Clinical research,3,"Creation and exploration. Solving challenges, discovering new knowledge and constantly aiming for new frontiers.  Who wouldn't love this?!","Preparations (IRB permit, preregistration, experiment preparations)",6,4,6,6,5,3,2,1,4,1,3,0,0,0,1,2,0,0,1,4,dong something groundbreaking and novel
2025-03-25 14:23:07,2025-03-25 14:28:33,IP Address,100,325,True,2025-03-25 14:28:34,R_6DZXonQx3lld8oa,email,EN,Yes,Health sciences,Full professor,Man,70,United States of America,,Lab/online research,3,satisfaction with my research,Report writing,7,2,5,5,5,7,3,5,5,2,0,0,0,0,0,0,0,0,0,0,Understanding research goals
2025-03-25 14:44:46,2025-03-25 14:50:55,IP Address,100,368,True,2025-03-25 14:50:56,R_8iJqYgBPdtoDSq5,email,EN,Yes,Health sciences,Full professor,Woman,56,United Kingdom of Great Britain and Northern Ireland,,Lab/online research,1,"I used to love it, but insecurity about research funding and acceptance of findings by governments has reduced my enthusiasm","Preparations (IRB permit, preregistration, experiment preparations)",5,5,4,5,5,5,4,4,6,4,1,1,1,1,1,1,0,1,0,1,Relief.  Our newest grant means that my university position is safe for another three years and I will receive income.  It should not be this way as I am a very experienced and successful Professor.  But uncertainty in the higher education sector means that I do not enjoy research as much and I'm probably not as committed.
2025-03-25 14:49:41,2025-03-25 14:54:48,IP Address,100,306,True,2025-03-25 14:54:48,R_2rrxJyYCG2MiWPs,email,EN,Yes,Health sciences,Associate professor,Woman,49,Italy,,Lab/online research,2,"passion, so that even hard and tough days are positive days",Post-project stage (you recently finished the project),5,3,5,1,3,0,0,0,7,4,5,0,1,0,5,5,5,0,5,5,"Releife because huge project ended, satisfy for great data collected, but hunger and disappointment versus partner not fear and respectfull of my work"
2025-03-25 15:34:30,2025-03-25 15:39:11,IP Address,100,280,True,2025-03-25 15:39:11,R_7LI3oaWDSNxbm25,email,EN,Yes,Health sciences,Postdoc,Woman,61,United Kingdom of Great Britain and Northern Ireland,,Clinical research,1,Financial situation,Reviews and revisions,5,4,5,5,5,5,4,4,5,4,5,5,4,4,4,5,4,4,4,4,"Biggest problem not being paid for work, difficulties with obtaining grants"
2025-03-25 15:51:25,2025-03-25 15:55:46,IP Address,100,260,True,2025-03-25 15:55:47,R_5MO1OXkgBJjAwdX,email,EN,Yes,Health sciences,Associate professor,Woman,40,Canada,,Clinical research,2,"I like the job, but funding is the main challenge","Preparations (IRB permit, preregistration, experiment preparations)",5,1,3,5,5,7,0,1,1,4,0,0,0,0,0,0,0,0,0,0,Working with students and mentoring
